"Apache ServiceMix archetypes";"git://git.apache.org/servicemix-archetypes.git";"servicemix-archetypes.git"
"Apache ServiceMix components";"git://git.apache.org/servicemix-components.git";"servicemix-components.git"
"Apache ServiceMix Documentation";"git://git.apache.org/servicemix-documentation.git";"servicemix-documentation.git"
"Apache ServiceMix Maven plug-ins";"git://git.apache.org/servicemix-maven-plugins.git";"servicemix-maven-plugins.git"
"Apache ServiceMix POM";"git://git.apache.org/servicemix-pom.git";"servicemix-pom.git"
"Apache ServiceMix utils";"git://git.apache.org/servicemix-utils.git";"servicemix-utils.git"
"Apache ServiceMix website";"git://git.apache.org/servicemix-website.git";"servicemix-website.git"
"Apache ServiceMix 3";"git://git.apache.org/servicemix3.git";"servicemix3.git"
"Apache ServiceMix 4 bundles";"git://git.apache.org/servicemix4-bundles.git";"servicemix4-bundles.git"
"Apache ServiceMix 4 features";"git://git.apache.org/servicemix4-features.git";"servicemix4-features.git"
"Apache ServiceMix 4 kernel";"git://git.apache.org/servicemix4-kernel.git";"servicemix4-kernel.git"
"Apache ServiceMix 4 legal";"git://git.apache.org/servicemix4-legal.git";"servicemix4-legal.git"
"Apache ServiceMix 4 NMR";"git://git.apache.org/servicemix4-nmr.git";"servicemix4-nmr.git"
"Apache ServiceMix 4 specs";"git://git.apache.org/servicemix4-specs.git";"servicemix4-specs.git"
"Apache ServiceMix 5";"git://git.apache.org/servicemix5.git";"servicemix5.git"
"Apache Shindig";"git://git.apache.org/shindig.git";"shindig.git"
"Apache Shiro";"git://git.apache.org/shiro.git";"shiro.git"
"Apache Sling";"git://git.apache.org/sling.git";"sling.git"
"Apache Solr";"git://git.apache.org/solr.git";"solr.git"
"Apache SpamAssassin";"git://git.apache.org/spamassassin.git";"spamassassin.git"
"Apache Sqoop";"git://git.apache.org/sqoop.git";"sqoop.git"
"Apache Stanbol (incubating)";"git://git.apache.org/stanbol.git";"stanbol.git"
"Apache C++ Standard Library";"git://git.apache.org/stdcxx.git";"stdcxx.git"
"Apache Struts Maven";"git://git.apache.org/struts-maven.git";"struts-maven.git"
"Apache Struts Sandbox";"git://git.apache.org/struts-sandbox.git";"struts-sandbox.git"
"Apache Struts site";"git://git.apache.org/struts-site.git";"struts-site.git"
"Apache Struts 1";"git://git.apache.org/struts1.git";"struts1.git"
"Apache Struts 2";"git://git.apache.org/struts2.git";"struts2.git"
"Apache Subversion";"git://git.apache.org/subversion.git";"subversion.git"
"Apache Synapse";"git://git.apache.org/synapse.git";"synapse.git"
"Apache Tapestry 3";"git://git.apache.org/tapestry3.git";"tapestry3.git"
"Apache Tapestry 4";"git://git.apache.org/tapestry4.git";"tapestry4.git"
"Apache Tapestry 5";"git://git.apache.org/tapestry5.git";"tapestry5.git"
"Apache Thrift (incubating)";"git://git.apache.org/thrift.git";"thrift.git"
"Apache Tika";"git://git.apache.org/tika.git";"tika.git"
"Apache Tiles";"git://git.apache.org/tiles.git";"tiles.git"
"Apache Tomcat Connectors";"git://git.apache.org/tomcat-connectors.git";"tomcat-connectors.git"
"Apache Tomcat Maven plugin";"git://git.apache.org/tomcat-maven-plugin.git";"tomcat-maven-plugin.git"
"Apache Tomcat Native";"git://git.apache.org/tomcat-native.git";"tomcat-native.git"
"Apache Tomcat";"git://git.apache.org/tomcat.git";"tomcat.git"
"Apache Tomcat 5.5.x";"git://git.apache.org/tomcat55.git";"tomcat55.git"
"Apache Tomcat 6.0.x";"git://git.apache.org/tomcat60.git";"tomcat60.git"
"Apache Tomcat 7.0.x";"git://git.apache.org/tomcat70.git";"tomcat70.git"
"Apache TrafficServer Plugins";"git://git.apache.org/trafficserver-plugins.git";"trafficserver-plugins.git"
"Apache TrafficServer";"git://git.apache.org/trafficserver.git";"trafficserver.git"
"Apache Tuscany DAS";"git://git.apache.org/tuscany-das.git";"tuscany-das.git"
"Apache Tuscany SCA 1.x";"git://git.apache.org/tuscany-sca-1.x.git";"tuscany-sca-1.x.git"
"Apache Tuscany SCA 2.x";"git://git.apache.org/tuscany-sca-2.x.git";"tuscany-sca-2.x.git"
"Apache Tuscany SCA C++";"git://git.apache.org/tuscany-sca-cpp.git";"tuscany-sca-cpp.git"
"Apache Tuscany SDO";"git://git.apache.org/tuscany-sdo.git";"tuscany-sdo.git"
